rank,score,confidence,seniority,company_name,company_url,company_source,title,job_url,type_of_work,hours_per_week,date_updated,salary,estimated_monthly_usd,skill_requirement,why,summary
90,61,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Remote Hotel Operations & Revenue Manager (Executive Support Role – U.S. Hotels),https://www.onlinejobs.ph/jobseekers/job/Remote-Hotel-Operations-Revenue-Manager-Executive-Support-Role-US-Hotels-1389094,Full Time,40,"Jul 1, 2026","$1,000 – $2,000 USD (based on experie...",2000.0,Property Management Accounting Revenue Management,"AI/build signals: chatgpt, ai tools, ai agent, ai agents, perplexity | Build surface: dashboard, repo, api, automation, workflow, workflows | Code/build substrate: dashboard, repo, api | Trainable language: va, training provided, sop | Scarcity/seniority signal: lead, manager, expert",Job Overview: We are a growing hospitality investment and management company operating a portfolio of boutique and branded hotels across Arizona and California. We’re hiring a Remote Hotel Operations & Revenue Manager who can serve as a strategic partner in...
91,61,High-confidence vibe coding,"Senior ask, but trainable profile language",100Bmod,https://100bmod.org,inferred_from_domain,Backend-Focused WordPress Developer Needed for Custom Elementor Pro Websites,https://www.onlinejobs.ph/jobseekers/job/Backend-Focused-WordPress-Developer-Needed-for-Custom-Elementor-Pro-Websites-1679545,Full Time,40,"Jun 30, 2026",STARTING AT $640 per month,640.0,PHP Wordpress Javascript,"Explicit tools: codex | Build surface: website, websites, front-end, repo, html, css, javascript, api | Code/build substrate: front-end, repo, html, css, javascript, api | Trainable language: va, templates | Scarcity/seniority signal: architect, advanced, mentor","BACKEND-FIRST WORDPRESS DEVELOPER REQUIRED — PLEASE READ BEFORE APPLYING This is not a basic Elementor design role. We are looking for a highly skilled WordPress developer with strong backend development, troubleshooting, custom PHP, webhook integration..."
92,61,High-confidence vibe coding,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Senior Flutter iOS/Android Developer (App Matrix / High-Volume Publishing),https://www.onlinejobs.ph/jobseekers/job/Senior-Flutter-iOSAndroid-Developer-App-Matrix-High-Volume-Publishing-1677950,Full Time,45,"Jun 28, 2026",$2000-$3000 USD/month,3000.0,Flutter iOS Development Android Development,"Explicit tools: claude code, cursor, codex | AI/build signals: claude, ai tools | Build surface: repo, api | Code/build substrate: repo, api, cursor, claude code | Trainable language: va | Scarcity/seniority signal: senior","About the Role We're an overseas-focused AI content team running a portfolio of mobile apps. We're hiring an experienced Flutter engineer to handle high-frequency app development, iteration, and store submissions. You'll own the rapid build-and-ship cycle..."
93,60,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Revivepaintingang,https://revivepaintingang.uk,inferred_from_domain,AI Builder + Support Lead,https://www.onlinejobs.ph/jobseekers/job/AI-Builder-Support-Lead-1680404,Full Time,40,"Jul 1, 2026","50,000-70,000 PHP / month",1206.9,Google Suite Zapier AI Automation,"AI/build signals: claude, chatgpt, ai tools, ai automation | Build surface: repo, api, webhook, automation, automations, workflow, workflows | Code/build substrate: repo, api, webhook | Trainable language: va, sop, learn | Scarcity/seniority signal: lead","Job Title Full-Time AI Builder for Trades Software Startup (ChatGPT, Claude, Zapier) Job Type Full-time, long-term remote role. Philippines only. Compensation PHP 50,000–70,000/month, depending on experience and fit, plus performance-based bonuses as the..."
94,60,Adjacent AI web/automation builder,Junior or trainable,AK,https://schema.org,exposed_company_or_brand,SEO + AI Search Specialist,https://www.onlinejobs.ph/jobseekers/job/SEO-AI-Search-Specialist-1680700,Full Time,TBD,"Jul 2, 2026","$750-$2,000/month",2000.0,Local SEO Off-Page SEO Analysis,"AI/build signals: claude, chatgpt, llm, perplexity | Build surface: next.js, supabase, repo, workflow, workflows, wordpress, vercel | Code/build substrate: next.js, supabase, repo, vercel | Trainable language: va, templates, learn","The Opportunity Search is splitting in two. Half your future visitors will find you through Google. The other half will ask ChatGPT, Perplexity, or Google's AI Overviews *""what's the best rehab that allows...""* — and get an answer with three sources cited. We..."
95,60,High-confidence vibe coding,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Growth Engineer (SEO),https://www.onlinejobs.ph/jobseekers/job/Growth-Engineer-SEO-1680744,Full Time,40,"Jul 2, 2026","$1000 - $1,380 AUD",1380.0,Google Analytics Google Ads SEO,"Explicit tools: lovable | AI/build signals: ai tools | Build surface: dashboard, repo, api, automation, workflow, workflows | Code/build substrate: dashboard, repo, api, lovable | Trainable language: va, learn | Scarcity/seniority signal: lead, manager, expert","Mission: Drive measurable growth by executing high-performance search, content, and acquisition tasks. As our Growth Specialist, you will support technical SEO, content production, and PPC performance, helping scale our growth plans to deliver leads, revenue..."
96,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,AI Data Engineer - Data Extraction,https://www.onlinejobs.ph/jobseekers/job/AI-Data-Engineer-Data-Extraction-1678301,Full Time,30,"Jun 30, 2026",N/A,,Data scraping,"AI/build signals: ai agent, ai agents, agentic, mcp, llm | Build surface: website, repo, css, python, api, database, automation, workflow | Code/build substrate: repo, css, python, api, database, mcp | Trainable language: va | Scarcity/seniority signal: expert","Specification-Driven Extraction Engineering: Design and maintain declarative extraction specifications—using Pydantic models, JSON schemas, or domain-specific languages—that describe exactly which fields to capture, their types, and validation rules..."
97,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,AI and Computer Programer (Full Time),https://www.onlinejobs.ph/jobseekers/job/AI-and-Computer-Programer-Full-Time-1402052,Full Time,40,"Jun 30, 2026",$6 + per hour,1039.2,ChatGPT AI Tools AI Automation,"AI/build signals: claude, chatgpt, ai tools, ai automation, llm | Build surface: repo, api, automation, automations, workflow, workflows, gohighlevel, ghl | Code/build substrate: repo, api | Trainable language: va | Scarcity/seniority signal: lead","AI & Computer Programer (Full Time) Please read this carefully to the end. If you do not, I will not respond to your application. Attention to detail is key. I’m looking for a proactive, AI-literate operator to help us stay ahead of the curve by leveraging AI..."
98,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",ARTEZIA European Cabinetry,,inferred_from_listing_header,AI/SEO Strategist & Digital Operations Specialist for California-Based Luxury Interior Design & Cabinetry Company,https://www.onlinejobs.ph/jobseekers/job/AISEO-Strategist-Digital-Operations-Specialist-for-California-Based-Luxury-Interior-Design-Cabinetry-Company-1653235,Full Time,40,"Jul 1, 2026",$800/month. $100 raises every 6 months,800.0,Email Marketing SEO Analysis AI Tools,"AI/build signals: claude, chatgpt, ai tools | Build surface: website, websites, repo, api, automation, automations, workflow, workflows | Code/build substrate: repo, api | Trainable language: assistant, va, virtual assistant, learn | Scarcity/seniority signal: lead, architect","TYPE OF WORK Full Time WAGE / SALARY $800/month starting salary. $100 raises every 6 months up to $1,500 per month. HOURS PER WEEK 40+ JOB OVERVIEW ARTEZIA European Cabinets is a high-end luxury cabinetry, interior design, and furniture company based in San..."
99,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Ecommerce Operations Assistant / Right-Hand Manager - Long Term Role,https://www.onlinejobs.ph/jobseekers/job/Ecommerce-Operations-Assistant-Right-Hand-Manager-Long-Term-Role-1677581,Full Time,40,"Jun 27, 2026",800-1200,1200.0,Shopify Project Management Virtual Assistant,"AI/build signals: claude, chatgpt, ai tools | Build surface: website, websites, repo, html, css, javascript, shopify, cloudflare | Code/build substrate: repo, html, css, javascript, cloudflare | Trainable language: assistant, va, virtual assistant, sop, learn | Scarcity/seniority signal: manager, expert","I’m looking for a long-term ecommerce right hand to help me build, manage, and grow online stores and ecommerce projects. This is not a simple VA role. I need someone who is smart, reliable, organized, and willing to learn many different parts of ecommerce..."
100,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,GoHighLevel Automation & AI Intergration Specialist,https://www.onlinejobs.ph/jobseekers/job/GoHighLevel-Automation-AI-Intergration-Specialist-1677765,Gig,TBD,"Jun 27, 2026",N/A,,Marketing Automation Clickfunnels GoHighLevel,"AI/build signals: claude, chatgpt, prompt engineering | Build surface: website, websites, landing page, landing pages, repo, html, css, api | Code/build substrate: repo, html, css, api | Trainable language: va, entry-level, sop, learn | Scarcity/seniority signal: lead, expert","We are seeking an experienced GoHighLevel Automation & AI Specialist to build, optimize, and maintain our complete marketing and sales infrastructure. This is not an entry-level position. We are looking for someone who can think strategically, solve problems..."
101,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Looking for an Executive Assistant with Real High Level Experience,https://www.onlinejobs.ph/jobseekers/job/Looking-for-an-Executive-Assistant-with-Real-High-Level-Experience-1671919,Full Time,40,"Jun 26, 2026",8-9 USD/hr,1558.8,Systems Administration GoHighLevel Executive Assistance,"AI/build signals: claude, chatgpt, ai tools | Build surface: dashboard, dashboards, repo, automation, automations, workflow, workflows, gohighlevel | Code/build substrate: dashboard, dashboards, repo | Trainable language: assistant, va, virtual assistant, learn | Scarcity/seniority signal: lead","I’m looking for a highly organized, detail-oriented, and proactive Executive Assistant who has real, hands-on experience using GoHighLevel (GHL) to help manage day-to-day operations in a growing home service business. This is not a beginner role. I need..."
102,59,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,"Operations Manager (Credit Repair, Marketing & Real Estate Operations)",https://www.onlinejobs.ph/jobseekers/job/Operations-Manager-Credit-Repair-Marketing-Real-Estate-Operations-1545858,Part Time,20,"Jun 26, 2026",200 a month,200.0,Credit Repair Gohighlevel Real Estate Operation Management,"AI/build signals: chatgpt, ai tools, llm | Build surface: dashboard, dashboards, repo, api, automation, automations, workflow, workflows | Code/build substrate: dashboard, dashboards, repo, api | Trainable language: assistant, va, virtual assistant, sop | Scarcity/seniority signal: lead, manager, scalability","WHO WE ARE We are a dual-pillar business operating at the intersection of real estate acquisition and credit-driven business funding. On the real estate side, we specialize in creative financing — subject-to deals, cold outreach on vacant, pre-foreclosure..."
